base_type	col	table_code	table_name	norm_code	unit	norm_name
ГЭСН	22	22-01-006	Укладка водопроводных чугунных напорных раструбных труб при заделке раструбов хризотилцементом	22-01-006-11	км	Укладка водопроводных чугунных напорных раструбных труб при заделке раструбов хризотилцементом диаметром: 500 мм
ГЭСН	22	22-01-006	Укладка водопроводных чугунных напорных раструбных труб при заделке раструбов хризотилцементом	22-01-006-12	км	Укладка водопроводных чугунных напорных раструбных труб при заделке раструбов хризотилцементом диаметром: 600 мм
ГЭСН	22	22-01-006	Укладка водопроводных чугунных напорных раструбных труб при заделке раструбов хризотилцементом	22-01-006-13	км	Укладка водопроводных чугунных напорных раструбных труб при заделке раструбов хризотилцементом диаметром: 700 мм
ГЭСН	22	22-01-006	Укладка водопроводных чугунных напорных раструбных труб при заделке раструбов хризотилцементом	22-01-006-14	км	Укладка водопроводных чугунных напорных раструбных труб при заделке раструбов хризотилцементом диаметром: 800 мм
ГЭСН	22	22-01-006	Укладка водопроводных чугунных напорных раструбных труб при заделке раструбов хризотилцементом	22-01-006-15	км	Укладка водопроводных чугунных напорных раструбных труб при заделке раструбов хризотилцементом диаметром: 900 мм
ГЭСН	22	22-01-006	Укладка водопроводных чугунных напорных раструбных труб при заделке раструбов хризотилцементом	22-01-006-16	км	Укладка водопроводных чугунных напорных раструбных труб при заделке раструбов хризотилцементом диаметром: 1000 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-01	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 65 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-02	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 80 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-03	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 100 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-04	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 150 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-05	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 200 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-06	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 250 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-07	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 300 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-08	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 400 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-09	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 500 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-10	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 600 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-11	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 700 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-12	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 800 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-13	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 900 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-14	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 1000 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-15	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 1200 мм
ГЭСН	22	22-01-007	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами	22-01-007-16	км	Укладка водопроводных чугунных напорных труб с заделкой раструбов резиновыми уплотнительными манжетами диаметром: 1400 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-01	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 50 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-02	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 75 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-03	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 100 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-04	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 125 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-05	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 150 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-06	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 200 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-07	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 250 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-08	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 300 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-09	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 350 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-10	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 400 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-11	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 500 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-12	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 600 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-13	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 700 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-14	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 800 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-15	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 900 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-16	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 1000 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-17	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 1100 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-18	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 1200 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-19	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 1300 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-20	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 1400 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-21	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 1500 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-22	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 1600 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-23	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 1800 мм
ГЭСН	22	22-01-011	Укладка стальных водопроводных труб с гидравлическим испытанием	22-01-011-24	км	Укладка стальных водопроводных труб с гидравлическим испытанием диаметром: 2000 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-01	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 50 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-02	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 75 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-03	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 100 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-04	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 125 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-05	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 150 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-06	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 200 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-07	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 250 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-08	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 300 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-09	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 350 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-10	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 400 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-11	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 500 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-12	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 600 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-13	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 700 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-14	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 800 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-15	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 900 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-16	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 1000 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-17	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 1100 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-18	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 1200 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-19	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 1300 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-20	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 1400 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-21	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 1500 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-22	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 1600 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-23	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 1800 мм
ГЭСН	22	22-01-012	Укладка стальных водопроводных труб с пневматическим испытанием	22-01-012-24	км	Укладка стальных водопроводных труб с пневматическим испытанием диаметром: 2000 мм
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-01	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-02	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-03	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-04	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-05	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-06	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-07	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-08	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-09	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-10	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-11	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-12	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-13	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-14	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-15	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-16	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-013	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтилен	22-01-013-17	100 м	Укладка трубопроводов из стальных труб с внутренней цементно-песчаной изоляцией, наружным защитным двухслойным покрытием севиленом и экструдированным полиэтиленом и усиленной изоляцией стыков и фасонн
ГЭСН	22	22-01-014	Укладка стальных трубопроводов в закрытых коллекторах	22-01-014-01	км	Укладка стальных трубопроводов в закрытых коллекторах диаметром: 50 мм
ГЭСН	22	22-01-014	Укладка стальных трубопроводов в закрытых коллекторах	22-01-014-02	км	Укладка стальных трубопроводов в закрытых коллекторах диаметром: 70 мм
ГЭСН	22	22-01-014	Укладка стальных трубопроводов в закрытых коллекторах	22-01-014-03	км	Укладка стальных трубопроводов в закрытых коллекторах диаметром: 80 мм
ГЭСН	22	22-01-014	Укладка стальных трубопроводов в закрытых коллекторах	22-01-014-04	км	Укладка стальных трубопроводов в закрытых коллекторах диаметром: 100 мм
ГЭСН	22	22-01-014	Укладка стальных трубопроводов в закрытых коллекторах	22-01-014-05	км	Укладка стальных трубопроводов в закрытых коллекторах диаметром: 125 мм
ГЭСН	22	22-01-014	Укладка стальных трубопроводов в закрытых коллекторах	22-01-014-06	км	Укладка стальных трубопроводов в закрытых коллекторах диаметром: 150 мм
ГЭСН	22	22-01-014	Укладка стальных трубопроводов в закрытых коллекторах	22-01-014-07	км	Укладка стальных трубопроводов в закрытых коллекторах диаметром: 200 мм
ГЭСН	22	22-01-014	Укладка стальных трубопроводов в закрытых коллекторах	22-01-014-08	км	Укладка стальных трубопроводов в закрытых коллекторах диаметром: 250 мм
ГЭСН	22	22-01-014	Укладка стальных трубопроводов в закрытых коллекторах	22-01-014-09	км	Укладка стальных трубопроводов в закрытых коллекторах диаметром: 300 мм
ГЭСН	22	22-01-014	Укладка стальных трубопроводов в закрытых коллекторах	22-01-014-10	км	Укладка стальных трубопроводов в закрытых коллекторах диаметром: 350 мм
ГЭСН	22	22-01-014	Укладка стальных трубопроводов в закрытых коллекторах	22-01-014-11	км	Укладка стальных трубопроводов в закрытых коллекторах диаметром: 400 мм
ГЭСН	22	22-01-014	Укладка стальных трубопроводов в закрытых коллекторах	22-01-014-12	км	Укладка стальных трубопроводов в закрытых коллекторах диаметром: 500 мм
ГЭСН	22	22-01-014	Укладка стальных трубопроводов в закрытых коллекторах	22-01-014-13	км	Укладка стальных трубопроводов в закрытых коллекторах диаметром: 600 мм
