base_type	col	table_code	table_name	norm_code	unit	norm_name
ГЭСН	01	01-01-001	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью 	01-01-001-12	1000 м3	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью: 10 м3, группа грунтов 6
ГЭСН	01	01-01-001	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью 	01-01-001-13	1000 м3	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью: 6,3-6,5 м3, группа грунтов 1
ГЭСН	01	01-01-001	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью 	01-01-001-14	1000 м3	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью: 6,3-6,5 м3, группа грунтов 2
ГЭСН	01	01-01-001	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью 	01-01-001-15	1000 м3	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью: 6,3-6,5 м3, группа грунтов 3
ГЭСН	01	01-01-001	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью 	01-01-001-16	1000 м3	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью: 6,3-6,5 м3, группа грунтов 4
ГЭСН	01	01-01-001	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью 	01-01-001-17	1000 м3	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью: 6,3-6,5 м3, группа грунтов 5
ГЭСН	01	01-01-001	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью 	01-01-001-18	1000 м3	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью: 6,3-6,5 м3, группа грунтов 6
ГЭСН	01	01-01-001	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью 	01-01-001-19	1000 м3	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью: 5-6 м3, группа грунтов 1
ГЭСН	01	01-01-001	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью 	01-01-001-20	1000 м3	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью: 5-6 м3, группа грунтов 2
ГЭСН	01	01-01-001	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью 	01-01-001-21	1000 м3	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью: 5-6 м3, группа грунтов 3
ГЭСН	01	01-01-001	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью 	01-01-001-22	1000 м3	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью: 5-6 м3, группа грунтов 4
ГЭСН	01	01-01-001	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью 	01-01-001-23	1000 м3	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью: 5-6 м3, группа грунтов 5
ГЭСН	01	01-01-001	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью 	01-01-001-24	1000 м3	Разработка грунта в отвал экскаваторами "драглайн" одноковшовыми электрическими шагающими при работе на гидроэнергетическом строительстве с ковшом вместимостью: 5-6 м3, группа грунтов 6
ГЭСН	01	01-01-006	Разработка грунта в отвал в котлованах объемом до 500 м3 экскаваторами с ковшом вместимостью 0,4; 0,25 м3	01-01-006-01	1000 м3	Разработка грунта в котлованах объемом до 500 м3 экскаваторами с ковшом вместимостью 0,4 (0,35-0,45) м3, группа грунтов: 1
ГЭСН	01	01-01-006	Разработка грунта в отвал в котлованах объемом до 500 м3 экскаваторами с ковшом вместимостью 0,4; 0,25 м3	01-01-006-02	1000 м3	Разработка грунта в котлованах объемом до 500 м3 экскаваторами с ковшом вместимостью 0,4 (0,35-0,45) м3, группа грунтов: 2
ГЭСН	01	01-01-006	Разработка грунта в отвал в котлованах объемом до 500 м3 экскаваторами с ковшом вместимостью 0,4; 0,25 м3	01-01-006-03	1000 м3	Разработка грунта в котлованах объемом до 500 м3 экскаваторами с ковшом вместимостью 0,4 (0,35-0,45) м3, группа грунтов: 3
ГЭСН	01	01-01-006	Разработка грунта в отвал в котлованах объемом до 500 м3 экскаваторами с ковшом вместимостью 0,4; 0,25 м3	01-01-006-04	1000 м3	Разработка грунта в котлованах объемом до 500 м3 экскаваторами с ковшом вместимостью 0,25 м3, группа грунтов: 1
ГЭСН	01	01-01-006	Разработка грунта в отвал в котлованах объемом до 500 м3 экскаваторами с ковшом вместимостью 0,4; 0,25 м3	01-01-006-05	1000 м3	Разработка грунта в котлованах объемом до 500 м3 экскаваторами с ковшом вместимостью 0,25 м3, группа грунтов: 2
ГЭСН	01	01-01-006	Разработка грунта в отвал в котлованах объемом до 500 м3 экскаваторами с ковшом вместимостью 0,4; 0,25 м3	01-01-006-06	1000 м3	Разработка грунта в котлованах объемом до 500 м3 экскаваторами с ковшом вместимостью 0,25 м3, группа грунтов: 3
ГЭСН	01	01-01-007	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5; 0,4; 0,25 м3	01-01-007-01	1000 м3	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5 (0,5-0,63) м3, группа грунтов: 1
ГЭСН	01	01-01-007	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5; 0,4; 0,25 м3	01-01-007-02	1000 м3	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5 (0,5-0,63) м3, группа грунтов: 2
ГЭСН	01	01-01-007	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5; 0,4; 0,25 м3	01-01-007-03	1000 м3	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5 (0,5-0,63) м3, группа грунтов: 3
ГЭСН	01	01-01-007	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5; 0,4; 0,25 м3	01-01-007-04	1000 м3	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5 (0,5-0,63) м3, группа грунтов: 4
ГЭСН	01	01-01-007	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5; 0,4; 0,25 м3	01-01-007-05	1000 м3	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5 (0,5-0,63) м3, группа грунтов: 5
ГЭСН	01	01-01-007	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5; 0,4; 0,25 м3	01-01-007-06	1000 м3	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5 (0,5-0,63) м3, группа грунтов: 6
ГЭСН	01	01-01-007	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5; 0,4; 0,25 м3	01-01-007-07	1000 м3	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,4 (0,35-0,45) м3, группа грунтов: 1
ГЭСН	01	01-01-007	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5; 0,4; 0,25 м3	01-01-007-08	1000 м3	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,4 (0,35-0,45) м3, группа грунтов: 2
ГЭСН	01	01-01-007	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5; 0,4; 0,25 м3	01-01-007-09	1000 м3	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,4 (0,35-0,45) м3, группа грунтов: 3
ГЭСН	01	01-01-007	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5; 0,4; 0,25 м3	01-01-007-10	1000 м3	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,25 м3, группа грунтов: 1
ГЭСН	01	01-01-007	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5; 0,4; 0,25 м3	01-01-007-11	1000 м3	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,25 м3, группа грунтов: 2
ГЭСН	01	01-01-007	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,5; 0,4; 0,25 м3	01-01-007-12	1000 м3	Разработка грунта в отвал в котлованах объемом до 1000 м3 экскаваторами с ковшом вместимостью 0,25 м3, группа грунтов: 3
ГЭСН	01	01-01-008	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65; 0,5 м3	01-01-008-01	1000 м3	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65 м3, группа грунтов: 1
ГЭСН	01	01-01-008	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65; 0,5 м3	01-01-008-02	1000 м3	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65 м3, группа грунтов: 2
ГЭСН	01	01-01-008	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65; 0,5 м3	01-01-008-03	1000 м3	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65 м3, группа грунтов: 3
ГЭСН	01	01-01-008	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65; 0,5 м3	01-01-008-04	1000 м3	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65 м3, группа грунтов: 4
ГЭСН	01	01-01-008	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65; 0,5 м3	01-01-008-05	1000 м3	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65 м3, группа грунтов: 5
ГЭСН	01	01-01-008	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65; 0,5 м3	01-01-008-06	1000 м3	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65 м3, группа грунтов: 6
ГЭСН	01	01-01-008	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65; 0,5 м3	01-01-008-07	1000 м3	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3, экскаваторами с ковшом вместимостью 0,5 м3, группа грунтов: 1
ГЭСН	01	01-01-008	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65; 0,5 м3	01-01-008-08	1000 м3	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3, экскаваторами с ковшом вместимостью 0,5 м3, группа грунтов: 2
ГЭСН	01	01-01-008	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65; 0,5 м3	01-01-008-09	1000 м3	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3, экскаваторами с ковшом вместимостью 0,5 м3, группа грунтов: 3
ГЭСН	01	01-01-008	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65; 0,5 м3	01-01-008-10	1000 м3	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3, экскаваторами с ковшом вместимостью 0,5 м3, группа грунтов: 4
ГЭСН	01	01-01-008	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65; 0,5 м3	01-01-008-11	1000 м3	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3, экскаваторами с ковшом вместимостью 0,5 м3, группа грунтов: 5
ГЭСН	01	01-01-008	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3 экскаваторами с ковшом вместимостью 0,65; 0,5 м3	01-01-008-12	1000 м3	Разработка грунта в отвал в котлованах объемом от 1000 до 3000 м3, экскаваторами с ковшом вместимостью 0,5 м3, группа грунтов: 6
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-01	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 1 (1-1,2) м3, группа грунтов: 1
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-02	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 1 (1-1,2) м3, группа грунтов: 2
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-03	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 1 (1-1,2) м3, группа грунтов: 3
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-04	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 1 (1-1,2) м3, группа грунтов: 4
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-05	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 1 (1-1,2) м3, группа грунтов: 5
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-06	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 1 (1-1,2) м3, группа грунтов: 6
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-07	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов: 1
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-08	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов: 2
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-09	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов: 3
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-10	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов: 4
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-11	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов: 5
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-12	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 0,65 (0,5-1) м3, группа грунтов: 6
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-13	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 0,5 (0,5-0,63) м3, в отвал группа грунтов: 1
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-14	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 0,5 (0,5-0,63) м3, в отвал группа грунтов: 2
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-15	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 0,5 (0,5-0,63) м3, в отвал группа грунтов: 3
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-16	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 0,5 (0,5-0,63) м3, в отвал группа грунтов: 4
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-17	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 0,5 (0,5-0,63) м3, в отвал группа грунтов: 5
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-18	1000 м3	Разработка грунта в траншеях экскаватором «обратная лопата» с ковшом вместимостью 0,5 (0,5-0,63) м3, в отвал группа грунтов: 6
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-19	1000 м3	Разработка траншей экскаватором «обратная лопата» с ковшом вместимостью 0,4 м3, группа грунтов: 1
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-20	1000 м3	Разработка траншей экскаватором «обратная лопата» с ковшом вместимостью 0,4 м3, группа грунтов: 2
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-21	1000 м3	Разработка траншей экскаватором «обратная лопата» с ковшом вместимостью 0,4 м3, группа грунтов: 3
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-22	1000 м3	Разработка траншей экскаватором «обратная лопата» с ковшом вместимостью 0,25 м3, группа грунтов: 1
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-23	1000 м3	Разработка траншей экскаватором «обратная лопата» с ковшом вместимостью 0,25 м3, группа грунтов: 2
ГЭСН	01	01-01-009	Разработка грунта в траншеях экскаваторами "обратная лопата" с ковшом вместимостью 1; 0,65; 0,5; 0,4; 0,25 м3 в отвал	01-01-009-24	1000 м3	Разработка траншей экскаватором «обратная лопата» с ковшом вместимостью 0,25 м3, группа грунтов: 3
ГЭСН	01	01-01-010	Разработка грунта в отвал	01-01-010-01	1000 м3	Разработка грунта в отвал экскаваторами, вместимость ковша 2,5 (1,5-3) м3, группа грунтов: 1
ГЭСН	01	01-01-010	Разработка грунта в отвал	01-01-010-02	1000 м3	Разработка грунта в отвал экскаваторами, вместимость ковша 2,5 (1,5-3) м3, группа грунтов: 2
ГЭСН	01	01-01-010	Разработка грунта в отвал	01-01-010-03	1000 м3	Разработка грунта в отвал экскаваторами, вместимость ковша 2,5 (1,5-3) м3, группа грунтов: 3
ГЭСН	01	01-01-010	Разработка грунта в отвал	01-01-010-04	1000 м3	Разработка грунта в отвал экскаваторами, вместимость ковша 2,5 (1,5-3) м3, группа грунтов: 4
ГЭСН	01	01-01-010	Разработка грунта в отвал	01-01-010-05	1000 м3	Разработка грунта в отвал экскаваторами, вместимость ковша 2,5 (1,5-3) м3, группа грунтов: 5
ГЭСН	01	01-01-010	Разработка грунта в отвал	01-01-010-06	1000 м3	Разработка грунта в отвал экскаваторами, вместимость ковша 2,5 (1,5-3) м3, группа грунтов: 6
ГЭСН	01	01-01-010	Разработка грунта в отвал	01-01-010-07	1000 м3	Разработка грунта в отвал экскаваторами, вместимость ковша 1,6 (1,25-1,6) м3, группа грунтов: 1
ГЭСН	01	01-01-010	Разработка грунта в отвал	01-01-010-08	1000 м3	Разработка грунта в отвал экскаваторами, вместимость ковша 1,6 (1,25-1,6) м3, группа грунтов: 2
ГЭСН	01	01-01-010	Разработка грунта в отвал	01-01-010-09	1000 м3	Разработка грунта в отвал экскаваторами, вместимость ковша 1,6 (1,25-1,6) м3, группа грунтов: 3
ГЭСН	01	01-01-010	Разработка грунта в отвал	01-01-010-10	1000 м3	Разработка грунта в отвал экскаваторами, вместимость ковша 1,6 (1,25-1,6) м3, группа грунтов: 4
ГЭСН	01	01-01-010	Разработка грунта в отвал	01-01-010-11	1000 м3	Разработка грунта в отвал экскаваторами, вместимость ковша 1,6 (1,25-1,6) м3, группа грунтов: 5
ГЭСН	01	01-01-010	Разработка грунта в отвал	01-01-010-12	1000 м3	Разработка грунта в отвал экскаваторами, вместимость ковша 1,6 (1,25-1,6) м3, группа грунтов: 6
ГЭСН	01	01-01-010	Разработка грунта в отвал	01-01-010-13	1000 м3	Разработка грунта в отвал экскаваторами, вместимость ковша 1,25 (1,4-1,5) м3, группа грунтов: 1
ГЭСН	01	01-01-010	Разработка грунта в отвал	01-01-010-14	1000 м3	Разработка грунта в отвал экскаваторами, вместимость ковша 1,25 (1,4-1,5) м3, группа грунтов: 2
