norm_code	table_code	table_name	division	unit	norm_name
06-03-010-11	06-03-010	Изготовление арматурных пространственных каркасов в построечных условиях	ПРОЧИЕ РАБОТЫ	т	Изготовление арматурных пространственных каркасов в построечных условиях, диаметром: 28 мм
06-03-010-12	06-03-010	Изготовление арматурных пространственных каркасов в построечных условиях	ПРОЧИЕ РАБОТЫ	т	Изготовление арматурных пространственных каркасов в построечных условиях, диаметром: 32 мм
06-03-010-13	06-03-010	Изготовление арматурных пространственных каркасов в построечных условиях	ПРОЧИЕ РАБОТЫ	т	Изготовление арматурных пространственных каркасов в построечных условиях, диаметром: 36 мм
06-03-010-14	06-03-010	Изготовление арматурных пространственных каркасов в построечных условиях	ПРОЧИЕ РАБОТЫ	т	Изготовление арматурных пространственных каркасов в построечных условиях, диаметром: 40 мм
06-03-011-01	06-03-011	Уход за бетоном	ПРОЧИЕ РАБОТЫ	100 м2	Уход за бетоном
06-03-012-01	06-03-012	Торкретирование бетонной поверхности	ПРОЧИЕ РАБОТЫ	100 м2	Торкретирование бетонной поверхности: стен при толщине покрытия 20 мм в 1 слой
06-03-012-02	06-03-012	Торкретирование бетонной поверхности	ПРОЧИЕ РАБОТЫ	100 м2	Торкретирование бетонной поверхности: стен при толщине покрытия 30 мм в 2 слоя по арматурной сетке
06-03-012-03	06-03-012	Торкретирование бетонной поверхности	ПРОЧИЕ РАБОТЫ	100 м2	Торкретирование бетонной поверхности: стен добавлять к нормам 06-03-012-01, 06-03-012-02 при нанесении последующего слоя толщиной 10 мм
06-03-012-04	06-03-012	Торкретирование бетонной поверхности	ПРОЧИЕ РАБОТЫ	100 м2	Торкретирование бетонной поверхности: стен добавлять или исключать к нормам 06-03-012-01, 06-03-012-02, 06-03-012-03 на каждые 5 мм изменения толщины слоя
06-03-012-05	06-03-012	Торкретирование бетонной поверхности	ПРОЧИЕ РАБОТЫ	100 м2	Торкретирование бетонной поверхности: потолков при толщине покрытия 15 мм в 1 слой
06-03-012-06	06-03-012	Торкретирование бетонной поверхности	ПРОЧИЕ РАБОТЫ	100 м2	Торкретирование бетонной поверхности: потолков при толщине покрытия 30 мм в 2 слоя по арматурной сетке
06-03-012-07	06-03-012	Торкретирование бетонной поверхности	ПРОЧИЕ РАБОТЫ	100 м2	Торкретирование бетонной поверхности: потолков добавлять к нормам 06-03-012-05, 06-03-012-06 при нанесении последующего слоя толщиной 10 мм
06-03-012-08	06-03-012	Торкретирование бетонной поверхности	ПРОЧИЕ РАБОТЫ	100 м2	Торкретирование бетонной поверхности: потолков добавлять или исключать к нормам 06-03-012-05, 06-03-012-06, 06-03-012-07 на каждые 5 мм изменения толщины слоя
06-03-013-01	06-03-013	Устройство закладной системы деформационных швов из профильных конструкций	ПРОЧИЕ РАБОТЫ	100 м	Устройство закладной системы деформационных швов из профильных конструкций: под пешеходные нагрузки до 0,2 МПа
06-03-013-02	06-03-013	Устройство закладной системы деформационных швов из профильных конструкций	ПРОЧИЕ РАБОТЫ	100 м	Устройство закладной системы деформационных швов из профильных конструкций: под нагрузку от автотранспорта до 3 МПа
06-03-014-01	06-03-014	Изготовление деревянных щитов разборно-переставной опалубки в построечных условиях	ПРОЧИЕ РАБОТЫ	10 м2	Изготовление деревянных щитов разборно-переставной опалубки в построечных условиях, площадь щитов: до 1 м2
06-03-014-02	06-03-014	Изготовление деревянных щитов разборно-переставной опалубки в построечных условиях	ПРОЧИЕ РАБОТЫ	10 м2	Изготовление деревянных щитов разборно-переставной опалубки в построечных условиях, площадь щитов: свыше 1 до 2 м2
06-03-014-03	06-03-014	Изготовление деревянных щитов разборно-переставной опалубки в построечных условиях	ПРОЧИЕ РАБОТЫ	10 м2	Изготовление деревянных щитов разборно-переставной опалубки в построечных условиях, площадь щитов: свыше 2 м2
06-03-016-01	06-03-016	Амортизация формообразующих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация формообразующих элементов мелкощитовой опалубки: из стали, опалубка первого класса
06-03-016-02	06-03-016	Амортизация формообразующих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация формообразующих элементов мелкощитовой опалубки: из стали, опалубка второго и третьего классов
06-03-016-05	06-03-016	Амортизация формообразующих элементов опалубки	ПРОЧИЕ РАБОТЫ	м3	Амортизация формообразующих элементов мелкощитовой опалубки: из фанеры для опалубки стен, колонн и фундаментов, опалубка первого класса
06-03-016-06	06-03-016	Амортизация формообразующих элементов опалубки	ПРОЧИЕ РАБОТЫ	м3	Амортизация формообразующих элементов мелкощитовой опалубки: из фанеры для опалубки стен, колонн и фундаментов, опалубка второго и третьего классов
06-03-016-07	06-03-016	Амортизация формообразующих элементов опалубки	ПРОЧИЕ РАБОТЫ	м3	Амортизация формообразующих элементов мелкощитовой опалубки: из фанеры для опалубки перекрытий, балок и ригелей, опалубка первого класса
06-03-016-08	06-03-016	Амортизация формообразующих элементов опалубки	ПРОЧИЕ РАБОТЫ	м3	Амортизация формообразующих элементов мелкощитовой опалубки: из фанеры для опалубки перекрытий, балок и ригелей, опалубка второго и третьего класса
06-03-016-09	06-03-016	Амортизация формообразующих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация формообразующих элементов крупнощитовой опалубки: из стали, опалубка первого класса
06-03-016-10	06-03-016	Амортизация формообразующих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация формообразующих элементов крупнощитовой опалубки: из стали, опалубка второго и третьего классов
06-03-016-13	06-03-016	Амортизация формообразующих элементов опалубки	ПРОЧИЕ РАБОТЫ	м3	Амортизация формообразующих элементов крупнощитовой опалубки: из фанеры для опалубки стен, колонн и фундаментов, опалубка первого класса
06-03-016-14	06-03-016	Амортизация формообразующих элементов опалубки	ПРОЧИЕ РАБОТЫ	м3	Амортизация формообразующих элементов крупнощитовой опалубки: из фанеры для опалубки стен, колонн и фундаментов, опалубка второго и третьего классов
06-03-016-15	06-03-016	Амортизация формообразующих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация формообразующих элементов блочной опалубки: опалубка первого класса
06-03-016-16	06-03-016	Амортизация формообразующих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация формообразующих элементов блочной опалубки: опалубка второго и третьего классов
06-03-017-01	06-03-017	Амортизация поддерживающих и несущих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация поддерживающих и несущих элементов мелкощитовой опалубки: из стали, опалубка первого класса
06-03-017-02	06-03-017	Амортизация поддерживающих и несущих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация поддерживающих и несущих элементов мелкощитовой опалубки: из стали, опалубка второго и третьего классов
06-03-017-03	06-03-017	Амортизация поддерживающих и несущих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация поддерживающих и несущих элементов мелкощитовой опалубки: из дерева, опалубка первого класса
06-03-017-04	06-03-017	Амортизация поддерживающих и несущих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация поддерживающих и несущих элементов мелкощитовой опалубки: из дерева, опалубка второго и третьего классов
06-03-017-05	06-03-017	Амортизация поддерживающих и несущих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация поддерживающих и несущих элементов крупнощитовой опалубки: из стали, опалубка первого класса
06-03-017-06	06-03-017	Амортизация поддерживающих и несущих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация поддерживающих и несущих элементов крупнощитовой опалубки: из стали, опалубка второго и третьего классов
06-03-017-07	06-03-017	Амортизация поддерживающих и несущих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация поддерживающих и несущих элементов крупнощитовой опалубки: из дерева, опалубка первого класса
06-03-017-08	06-03-017	Амортизация поддерживающих и несущих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация поддерживающих и несущих элементов крупнощитовой опалубки: из дерева, опалубка второго и третьего классов
06-03-017-09	06-03-017	Амортизация поддерживающих и несущих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация поддерживающих и несущих элементов блочной опалубки: опалубка первого класса
06-03-017-10	06-03-017	Амортизация поддерживающих и несущих элементов опалубки	ПРОЧИЕ РАБОТЫ	т	Амортизация поддерживающих и несущих элементов блочной опалубки: опалубка второго и третьего классов
06-03-018-01	06-03-018	Установка обжимных соединительных муфт для арматуры из отдельных стержней	ПРОЧИЕ РАБОТЫ	100 шт	Установка обжимных соединительных муфт для арматуры из отдельных стержней, диаметр стержней: до 22 мм
06-03-018-02	06-03-018	Установка обжимных соединительных муфт для арматуры из отдельных стержней	ПРОЧИЕ РАБОТЫ	100 шт	Установка обжимных соединительных муфт для арматуры из отдельных стержней, диаметр стержней: свыше 22 до 28 мм
06-03-018-03	06-03-018	Установка обжимных соединительных муфт для арматуры из отдельных стержней	ПРОЧИЕ РАБОТЫ	100 шт	Установка обжимных соединительных муфт для арматуры из отдельных стержней, диаметр стержней: 32 мм
06-03-018-04	06-03-018	Установка обжимных соединительных муфт для арматуры из отдельных стержней	ПРОЧИЕ РАБОТЫ	100 шт	Установка обжимных соединительных муфт для арматуры из отдельных стержней, диаметр стержней: 36 мм
06-03-018-05	06-03-018	Установка обжимных соединительных муфт для арматуры из отдельных стержней	ПРОЧИЕ РАБОТЫ	100 шт	Установка обжимных соединительных муфт для арматуры из отдельных стержней, диаметр стержней: 40 мм
06-03-019-01	06-03-019	Установка обжимных соединительных муфт для арматуры монолитных железобетонных конструкций с помощью 	ПРОЧИЕ РАБОТЫ	100 шт	Установка обжимных соединительных муфт для арматуры монолитных железобетонных конструкций с помощью автогидроподъемника, диаметр стержней: до 22 мм
06-03-019-02	06-03-019	Установка обжимных соединительных муфт для арматуры монолитных железобетонных конструкций с помощью 	ПРОЧИЕ РАБОТЫ	100 шт	Установка обжимных соединительных муфт для арматуры монолитных железобетонных конструкций с помощью автогидроподъемника, диаметр стержней: свыше 22 до 28 мм
06-03-019-03	06-03-019	Установка обжимных соединительных муфт для арматуры монолитных железобетонных конструкций с помощью 	ПРОЧИЕ РАБОТЫ	100 шт	Установка обжимных соединительных муфт для арматуры монолитных железобетонных конструкций с помощью автогидроподъемника, диаметр стержней: 32 мм
06-03-019-04	06-03-019	Установка обжимных соединительных муфт для арматуры монолитных железобетонных конструкций с помощью 	ПРОЧИЕ РАБОТЫ	100 шт	Установка обжимных соединительных муфт для арматуры монолитных железобетонных конструкций с помощью автогидроподъемника, диаметр стержней: 36 мм
06-03-019-05	06-03-019	Установка обжимных соединительных муфт для арматуры монолитных железобетонных конструкций с помощью 	ПРОЧИЕ РАБОТЫ	100 шт	Установка обжимных соединительных муфт для арматуры монолитных железобетонных конструкций с помощью автогидроподъемника, диаметр стержней: 40 мм
06-05-002-01	06-05-002	Устройство колонн гражданских зданий в металлической опалубке	КОЛОННЫ	100 м3	Устройство колонн гражданских зданий в металлической опалубке
06-07-001-09	06-07-001	Устройство балок, перемычек	БАЛКИ, ПОЯСА, ПЕРЕМЫЧКИ, РИГЕЛИ	100 м3	Устройство перемычек
06-07-002-01	06-07-002	Устройство поясов	БАЛКИ, ПОЯСА, ПЕРЕМЫЧКИ, РИГЕЛИ	100 м3	Устройство поясов: в опалубке
06-07-002-02	06-07-002	Устройство поясов	БАЛКИ, ПОЯСА, ПЕРЕМЫЧКИ, РИГЕЛИ	100 м3	Устройство поясов: без опалубки
06-07-003-01	06-07-003	Устройство засыпки фундаментных балок	БАЛКИ, ПОЯСА, ПЕРЕМЫЧКИ, РИГЕЛИ	100 м3	Устройство засыпки фундаментных балок: песком
06-07-003-02	06-07-003	Устройство засыпки фундаментных балок	БАЛКИ, ПОЯСА, ПЕРЕМЫЧКИ, РИГЕЛИ	100 м3	Устройство засыпки фундаментных балок: шлаком
06-07-004-01	06-07-004	Устройство ригелей гражданских зданий в металлической опалубке	БАЛКИ, ПОЯСА, ПЕРЕМЫЧКИ, РИГЕЛИ	100 м3	Устройство ригелей гражданских зданий в металлической опалубке
06-08-001-13	06-08-001	Устройство перекрытий	ПЕРЕКРЫТИЯ	100 м3	Устройство перекрытий каналов
06-12-001-01	06-12-001	Возведение стен в скользящей опалубке, устройство перекрытий элеваторов, мельниц	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м3	Возведение стен в скользящей опалубке с проемами площадью: до 5% в элеваторах, мельницах и других сооружениях для хранения и переработки зерна
06-12-001-02	06-12-001	Возведение стен в скользящей опалубке, устройство перекрытий элеваторов, мельниц	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м3	Возведение стен в скользящей опалубке с проемами площадью: более 5% в элеваторах, мельницах и других сооружениях для хранения и переработки зерна
06-12-001-03	06-12-001	Возведение стен в скользящей опалубке, устройство перекрытий элеваторов, мельниц	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м3	Устройство перекрытий в элеваторах, мельницах и других сооружениях для хранения и переработки зерна
06-12-001-04	06-12-001	Возведение стен в скользящей опалубке, устройство перекрытий элеваторов, мельниц	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м3	Заполнение откосов из легкого бетона с устройством стяжки и железнения в элеваторах, мельницах и других сооружениях для хранения и переработки зерна
06-12-004-01	06-12-004	Установка и разборка скользящей опалубки шахтных башенных копров	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м	Установка скользящей опалубки шахтных башенных копров высотой: до 70 м
06-12-004-02	06-12-004	Установка и разборка скользящей опалубки шахтных башенных копров	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м	Установка скользящей опалубки шахтных башенных копров высотой: более 70 м
06-12-004-03	06-12-004	Установка и разборка скользящей опалубки шахтных башенных копров	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м	Разборка скользящей опалубки шахтных башенных копров высотой: до 70 м
06-12-004-04	06-12-004	Установка и разборка скользящей опалубки шахтных башенных копров	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м	Разборка скользящей опалубки шахтных башенных копров высотой: более 70 м
06-12-005-01	06-12-005	Бетонирование стен шахтных башенных копров	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м3	Бетонирование стен шахтных башенных копров высотой: до 70 м
06-12-005-02	06-12-005	Бетонирование стен шахтных башенных копров	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м3	Бетонирование стен шахтных башенных копров высотой: более 70 м
06-12-006-01	06-12-006	Устройство стен и перегородок сооружений	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м3	Устройство прямоугольных стен и перегородок сооружений в горизонтально-скользящей опалубке при толщине стен: до 150 мм
06-12-006-02	06-12-006	Устройство стен и перегородок сооружений	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м3	Устройство прямоугольных стен и перегородок сооружений в горизонтально-скользящей опалубке при толщине стен: более 150 мм
06-12-006-03	06-12-006	Устройство стен и перегородок сооружений	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м3	Устройство круглых стен и перегородок сооружений в горизонтально-скользящей опалубке при толщине стен: до 200 мм
06-12-006-04	06-12-006	Устройство стен и перегородок сооружений	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м3	Устройство круглых стен и перегородок сооружений в горизонтально-скользящей опалубке при толщине стен: более 200 мм
06-12-006-05	06-12-006	Устройство стен и перегородок сооружений	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м3	Устройство подпорных стен в горизонтально-скользящей опалубке при толщине стен: до 250 мм
06-12-006-06	06-12-006	Устройство стен и перегородок сооружений	СООРУЖЕНИЯ, ВОЗВОДИМЫЕ В СКОЛЬЗЯЩЕЙ ОПАЛУБКЕ	100 м3	Устройство подпорных стен в горизонтально-скользящей опалубке при толщине стен: более 250 мм
06-13-001-01	06-13-001	Устройство стен и плоских днищ	СООРУЖЕНИЯ ВОДОПРОВОДА И КАНАЛИЗАЦИИ	100 м3	Устройство стен и плоских днищ при толщине: до 150 мм круглых сооружений
06-13-001-02	06-13-001	Устройство стен и плоских днищ	СООРУЖЕНИЯ ВОДОПРОВОДА И КАНАЛИЗАЦИИ	100 м3	Устройство стен и плоских днищ при толщине: более 150 мм круглых сооружений
06-13-001-03	06-13-001	Устройство стен и плоских днищ	СООРУЖЕНИЯ ВОДОПРОВОДА И КАНАЛИЗАЦИИ	100 м3	Устройство стен и плоских днищ при толщине: до 150 мм прямоугольных сооружений
06-13-001-04	06-13-001	Устройство стен и плоских днищ	СООРУЖЕНИЯ ВОДОПРОВОДА И КАНАЛИЗАЦИИ	100 м3	Устройство стен и плоских днищ при толщине: более 150 мм прямоугольных сооружений
06-13-001-05	06-13-001	Устройство стен и плоских днищ	СООРУЖЕНИЯ ВОДОПРОВОДА И КАНАЛИЗАЦИИ	100 м3	Устройство железобетонных конструкций отстойников, резервуаров и прочих сооружений при днищах бункерного типа
06-13-001-06	06-13-001	Устройство стен и плоских днищ	СООРУЖЕНИЯ ВОДОПРОВОДА И КАНАЛИЗАЦИИ	100 м3	Устройство: фильтров и осветлителей
06-13-001-07	06-13-001	Устройство стен и плоских днищ	СООРУЖЕНИЯ ВОДОПРОВОДА И КАНАЛИЗАЦИИ	100 м3	Устройство: песколовок круглых
06-13-001-08	06-13-001	Устройство стен и плоских днищ	СООРУЖЕНИЯ ВОДОПРОВОДА И КАНАЛИЗАЦИИ	100 м3	Устройство: песколовок прямоугольных
